,Theta,Height,Pressure,Density
178,200.0,6980.392156862746,23250.55939041636,0.6145263938916892
179,200.0,7019.607843137255,23015.004118244928,0.610072880394069
180,200.0,7058.823529411765,22781.15840318385,0.6056387881191999
181,200.0,7098.039215686275,22549.014779220663,0.6012240887536124
182,200.0,7137.254901960785,22318.565791243247,0.5968287539424396
183,200.0,7176.470588235295,22089.803995055747,0.5924527552892337
184,200.0,7215.686274509804,21862.72195739462,0.5880960643557842
185,200.0,7254.901960784314,21637.312255944744,0.5837586526619322
186,200.0,7294.117647058824,21413.567479355577,0.5794404916853843
187,200.0,7333.333333333334,21191.480227257438,0.5751415528615256
188,200.0,7372.549019607844,20971.043110277773,0.57086180758323
189,200.0,7411.764705882353,20752.248750057577,0.5666012272006703
190,200.0,7450.980392156864,20535.08977926785,0.5623597830211259
191,200.0,7490.196078431373,20319.558841626156,0.5581374463087905
192,200.0,7529.411764705883,20105.6485919132,0.5539341882845764
193,200.0,7568.6274509803925,19893.351695989535,0.5497499801259191
194,200.0,7607.843137254902,19682.660830812332,0.5455847929665792
195,200.0,7647.058823529413,19473.568684452206,0.5414385978964432
196,200.0,7686.274509803922,19266.067956110157,0.5373113659613233
197,200.0,7725.490196078432,19060.151356134527,0.5332030681627553
198,200.0,7764.705882352941,18855.811606038103,0.5291136754577936
199,200.0,7803.921568627452,18653.04143851526,0.5250431587588076
200,200.0,7843.137254901962,18451.833597459197,0.5209914889332735
201,200.0,7882.352941176471,18252.18083797923,0.5169586368035668
202,200.0,7921.568627450981,18054.0759264182,0.512944573146751
203,200.0,7960.78431372549,17857.511640369943,0.508949268694367
204,200.0,8000.000000000001,17662.480768696827,0.504972694132219
205,200.0,8039.2156862745105,17468.97611154742,0.5010148201001596
206,200.0,8078.43137254902,17276.99048037419,0.4970756171918734
207,200.0,8117.64705882353,17086.516697951298,0.49315505595465775
208,200.0,8156.86274509804,16897.547598392503,0.4892531068892029
209,200.0,8196.078431372549,16710.076027169147,0.4853697404493707
210,200.0,8235.29411764706,16524.09484112816,0.48150492704196945
211,200.0,8274.50980392157,16339.596908510273,0.4776586370265296
212,200.0,8313.725490196079,16156.575108968216,0.47383084071507636
213,200.0,8352.94117647059,15975.022333585011,0.47002150837189943
214,200.0,8392.156862745098,15794.931484892448,0.4662306102133238
215,200.0,8431.372549019608,15616.295476889503,0.4624581164074746
216,200.0,8470.588235294119,15439.107235060996,0.4587039970740447
217,200.0,8509.803921568628,15263.359696396235,0.45496822228405664
218,200.0,8549.019607843138,15089.045809407771,0.45125076205962394
219,200.0,8588.235294117647,14916.158534150305,0.44755158637371156
220,200.0,8627.450980392157,14744.690842239585,0.4438706651498922
221,200.0,8666.666666666668,14574.63571687151,0.4402079682621027
222,200.0,8705.882352941177,14405.986152841246,0.436563465534397
223,200.0,8745.098039215687,14238.735156562445,0.43293712674069734
224,200.0,8784.313725490196,14072.875746086629,0.42932892160454433
225,200.0,8823.529411764706,13908.400951122563,0.4257388197988431
226,200.0,8862.745098039217,13745.303813055833,0.4221667909456095
227,200.0,8901.960784313726,13583.577384968452,0.41861280461571243
228,200.0,8941.176470588236,13423.214731658569,0.41507683032861437
229,200.0,8980.392156862747,13264.208929660332,0.4115588375521108
230,200.0,9019.607843137255,13106.553067263798,0.40805879570206605
231,200.0,9058.823529411766,12950.240244534938,0.4045766741421471
232,200.0,9098.039215686274,12795.263573335822,0.4011124421835561
233,200.0,9137.254901960785,12641.616177344797,0.3976660690847592
234,200.0,9176.470588235296,12489.291192076875,0.39423752405121465
235,200.0,9215.686274509804,12338.281764904159,0.3908267762350968
236,200.0,9254.901960784315,12188.581055076374,0.38743379473501877
237,200.0,9294.117647058823,12040.182233741578,0.38405854859575306
238,200.0,9333.333333333334,11893.078483966863,0.3807010068079479
239,200.0,9372.549019607844,11747.263000759292,0.3773611383078437
240,200.0,9411.764705882353,11602.728991086862,0.3740389119769851
241,200.0,9450.980392156864,11459.469673899574,0.3707342966419303
242,200.0,9490.196078431372,11317.478280150697,0.3674472610739603
243,200.0,9529.411764705883,11176.748052818039,0.36417777398878165
244,200.0,9568.627450980393,11037.27224692542,0.3609258040462307
245,200.0,9607.843137254902,10899.044129564212,0.35769131984997177
246,200.0,9647.058823529413,10762.05697991499,0.3544742899471944
247,200.0,9686.274509803923,10626.304089269348,0.3512746828283079
248,200.0,9725.490196078432,10491.778761051783,0.3480924669266327
249,200.0,9764.705882352942,10358.474310841708,0.3449276106180882
250,200.0,9803.921568627451,10226.384066395629,0.34178008222087913
251,200.0,9843.137254901962,10095.501367669362,0.33864984999517816
252,200.0,9882.352941176472,9965.819566840464,0.33553688214280614
253,200.0,9921.56862745098,9837.33202833073,0.3324411468069088
254,200.0,9960.784313725491,9710.032128828796,0.3293626120716304
255,200.0,10000.0,9583.913257312961,0.32630124596178584
256,233.33333333333334,0.0,100000.0,1.493280238924838
257,233.33333333333334,39.21568627450981,99426.7035014837,1.4871602732394031
258,233.33333333333334,78.43137254901961,98855.758490293,1.4810553812689224
259,233.33333333333334,117.64705882352942,98287.15916986547,1.4749655506173287
260,233.33333333333334,156.86274509803923,97720.89974840953,1.468890768878344
261,233.33333333333334,196.07843137254903,97156.97443890835,1.462831023635454
262,233.33333333333334,235.29411764705884,96595.37745912375,1.4567863024618832
263,233.33333333333334,274.5098039215686,96036.10303160019,1.4507565929205695
264,233.33333333333334,313.72549019607845,95479.14538366873,1.4447418825641372
265,233.33333333333334,352.9411764705883,94924.49874745098,1.4387421589348732
266,233.33333333333334,392.15686274509807,94372.15735986312,1.4327574095647
267,233.33333333333334,431.37254901960785,93822.11546261987,1.4267876219751499
268,233.33333333333334,470.5882352941177,93274.36730223848,1.4208327836773393
269,233.33333333333334,509.8039215686275,92728.90713004276,1.4148928821719426
270,233.33333333333334,549.0196078431372,92185.72920216712,1.4089679049491661
271,233.33333333333334,588.2352941176471,91644.82777956054,1.403057839488721
272,233.33333333333334,627.4509803921569,91106.19712799069,1.397162673259797
273,233.33333333333334,666.6666666666667,90569.83151804791,1.3912823937210366
274,233.33333333333334,705.8823529411766,90035.72522514933,1.3854169883205079
275,233.33333333333334,745.0980392156863,89503.87252954292,1.3795664444956772
276,233.33333333333334,784.3137254901961,88974.26771631157,1.373730749673383
277,233.33333333333334,823.529411764706,88446.90507537722,1.3679098912698093
278,233.33333333333334,862.7450980392157,87921.77890150486,1.3621038566904569
279,233.33333333333334,901.9607843137255,87398.88349430678,1.3563126333301172
280,233.33333333333334,941.1764705882354,86878.21315824661,1.350536208572845
281,233.33333333333334,980.3921568627452,86359.7622026435,1.3447745697919304
282,233.33333333333334,1019.607843137255,85843.52494167622,1.3390277043498726
283,233.33333333333334,1058.8235294117649,85329.49569438735,1.3332955995983493
284,233.33333333333334,1098.0392156862745,84817.66878468747,1.3275782428781924
285,233.33333333333334,1137.2549019607843,84308.03854135924,1.3218756215193568
286,233.33333333333334,1176.4705882352941,83800.59929806172,1.3161877228408945
287,233.33333333333334,1215.686274509804,83295.34539333446,1.3105145341509257
288,233.33333333333334,1254.9019607843138,82792.2711706018,1.304856042746611
289,233.33333333333334,1294.1176470588236,82291.37097817706,1.2992122359141218
290,233.33333333333334,1333.3333333333335,81792.63916926672,1.2935831009286127
291,233.33333333333334,1372.5490196078433,81296.07010197474,1.2879686250541924
292,233.33333333333334,1411.7647058823532,80801.65813930675,1.2823687955438947
293,233.33333333333334,1450.9803921568628,80309.39764917438,1.2767835996396504
294,233.33333333333334,1490.1960784313726,79819.2830043995,1.2712130245722577
295,233.33333333333334,1529.4117647058824,79331.30858271851,1.2656570575613522
296,233.33333333333334,1568.6274509803923,78845.46876678664,1.2601156858153792
297,233.33333333333334,1607.843137254902,78361.75794418226,1.2545888965315635
298,233.33333333333334,1647.058823529412,77880.17050741123,1.2490766768958783
299,233.33333333333334,1686.2745098039218,77400.70085391117,1.2435790140830192
300,233.33333333333334,1725.4901960784314,76923.34338605589,1.2380958952563699
301,233.33333333333334,1764.7058823529412,76448.09251115967,1.2326273075679757
302,233.33333333333334,1803.921568627451,75974.9426414817,1.227173238158512
303,233.33333333333334,1843.137254901961,75503.88819423037,1.221733674157254
304,233.33333333333334,1882.3529411764707,75034.92359156774,1.2163086026820464
305,233.33333333333334,1921.5686274509806,74568.04326061394,1.2108980108392733
306,233.33333333333334,1960.7843137254904,74103.24163345151,1.2055018857238267
307,233.33333333333334,2000.0000000000002,73640.51314712991,1.2001202144190761
308,233.33333333333334,2039.21568627451,73179.8522436699,1.1947529839968394
309,233.33333333333334,2078.4313725490197,72721.25337006807,1.1894001815173483
310,233.33333333333334,2117.6470588235297,72264.71097830117,1.1840617940292202
311,233.33333333333334,2156.8627450980393,71810.21952533073,1.1787378085694245
312,233.33333333333334,2196.078431372549,71357.77347310745,1.1734282121632533
313,233.33333333333334,2235.294117647059,70907.36728857571,1.1681329918242884
314,233.33333333333334,2274.5098039215686,70458.99544367818,1.1628521345543705
315,233.33333333333334,2313.7254901960787,70012.65241536016,1.1575856273435656
316,233.33333333333334,2352.9411764705883,69568.33268557429,1.1523334571701342
317,233.33333333333334,2392.1568627450984,69126.030741285,1.1470956110005
318,233.33333333333334,2431.372549019608,68685.74107447309,1.1418720757892156
319,233.33333333333334,2470.588235294118,68247.45818214033,1.1366628384789308
320,233.33333333333334,2509.8039215686276,67811.17656631402,1.1314678860003613
321,233.33333333333334,2549.0196078431372,67376.89073405159,1.1262872052722526
322,233.33333333333334,2588.2352941176473,66944.59519744519,1.1211207832013512
323,233.33333333333334,2627.450980392157,66514.28447362638,1.1159686066823684
324,233.33333333333334,2666.666666666667,66085.95308477069,1.1108306625979478
325,233.33333333333334,2705.8823529411766,65659.59555810232,1.105706937818633
326,233.33333333333334,2745.0980392156866,65235.20642589877,1.1005974192028334
327,233.33333333333334,2784.3137254901962,64812.78022549555,1.0955020935967892
328,233.33333333333334,2823.5294117647063,64392.311499290816,1.0904209478345397
329,233.33333333333334,2862.745098039216,63973.794794750116,1.0853539687378884
330,233.33333333333334,2901.9607843137255,63557.22466441109,1.0803011431163674
331,233.33333333333334,2941.1764705882356,63142.595665888184,1.0752624577672059
332,233.33333333333334,2980.392156862745,62729.90236187742,1.0702378994752932
333,233.33333333333334,3019.6078431372553,62319.13932016111,1.0652274550131453
334,233.33333333333334,3058.823529411765,61910.301113612666,1.06023111114087
335,233.33333333333334,3098.039215686275,61503.38232020133,1.055248854606131
336,233.33333333333334,3137.2549019607845,61098.37752299702,1.0502806721441138
337,233.33333333333334,3176.470588235294,60695.2813101751,1.045326550477491
338,233.33333333333334,3215.686274509804,60294.08827502122,1.0403864763163841
339,233.33333333333334,3254.901960784314,59894.79301593614,1.0354604363583306
340,233.33333333333334,3294.117647058824,59497.39013644059,1.030548417288247
341,233.33333333333334,3333.3333333333335,59101.87424518013,1.025650405778393
342,233.33333333333334,3372.5490196078435,58708.23995593,1.0207663884883358
343,233.33333333333334,3411.764705882353,58316.48188760006,1.0158963520649118
344,233.33333333333334,3450.9803921568628,57926.59466423964,1.0110402831421936
345,233.33333333333334,3490.196078431373,57538.57291504249,1.0061981683414492
346,233.33333333333334,3529.4117647058824,57152.411274351725,1.001369994271109
347,233.33333333333334,3568.6274509803925,56768.10438166472,0.9965557475267258
348,233.33333333333334,3607.843137254902,56385.64688163815,0.9917554146909395
349,233.33333333333334,3647.058823529412,56005.03342409287,0.9869689823334387
350,233.33333333333334,3686.274509803922,55626.258664018984,0.9821964370109234
351,233.33333333333334,3725.490196078432,55249.3172615808,0.9774377652670672
352,233.33333333333334,3764.7058823529414,54874.20388212189,0.9726929536324797
353,233.33333333333334,3803.921568627451,54500.91319617007,0.9679619886246676
354,233.33333333333334,3843.137254901961,54129.4398794425,0.9632448567479974
355,233.33333333333334,3882.3529411764707,53759.77861285073,0.9585415444936561
356,233.33333333333334,3921.568627450981,53391.92408250574,0.9538520383396127
357,233.33333333333334,3960.7843137254904,53025.8709797231,0.9491763247505797
358,233.33333333333334,4000.0000000000005,52661.614001028014,0.9445143901779733
359,233.33333333333334,4039.21568627451,52299.1478481605,0.9398662210598754
360,233.33333333333334,4078.43137254902,51938.46722808047,0.9352318038209921
361,233.33333333333334,4117.64705882353,51579.56685297294,0.9306111248726168
362,233.33333333333334,4156.862745098039,51222.44144025314,0.9260041706125874
363,233.33333333333334,4196.078431372549,50867.08571257175,0.921410927425249
364,233.33333333333334,4235.2941176470595,50513.49439782005,0.9168313816814111
365,233.33333333333334,4274.509803921569,50161.6622291352,0.9122655197383092
366,233.33333333333334,4313.725490196079,49811.583944905404,0.9077133279395635
367,233.33333333333334,4352.941176470588,49463.25428877518,0.9031747926151374
368,233.33333333333334,4392.156862745098,49116.66800965063,0.8986499000812974
369,233.33333333333334,4431.372549019608,48771.81986170471,0.894138636640571
370,233.33333333333334,4470.588235294118,48428.70460438255,0.8896409885817063
371,233.33333333333334,4509.803921568628,48087.31700240669,0.8851569421796293
372,233.33333333333334,4549.019607843137,47747.651825782494,0.8806864836954021
373,233.33333333333334,4588.235294117648,47409.70384980342,0.8762295993761817
374,233.33333333333334,4627.450980392157,47073.46785505646,0.8717862754551771
375,233.33333333333334,4666.666666666667,46738.93862742739,0.867356498151606
376,233.33333333333334,4705.882352941177,46406.11095810629,0.8629402536706537
377,233.33333333333334,4745.098039215686,46074.979643592866,0.8585375282034287
378,233.33333333333334,4784.313725490197,45745.539485701906,0.8541483079269204
379,233.33333333333334,4823.529411764706,45417.78529156873,0.8497725790039556
380,233.33333333333334,4862.745098039216,45091.711873654625,0.8454103275831543
381,233.33333333333334,4901.9607843137255,44767.31404975231,0.8410615397988862
382,233.33333333333334,4941.176470588236,44444.58664299147,0.8367262017712268
383,233.33333333333334,4980.392156862746,44123.52448184422,0.8324042996059133
384,233.33333333333334,5019.607843137255,43804.122400130655,0.8280958193942991
385,233.33333333333334,5058.823529411765,43486.37523702437,0.8238007472133102
386,233.33333333333334,5098.0392156862745,43170.27783705804,0.8195190691253993
387,233.33333333333334,5137.254901960785,42855.82505012899,0.8152507711785011
388,233.33333333333334,5176.470588235295,42543.0117315048,0.8109958394059867
389,233.33333333333334,5215.686274509804,42231.832741828875,0.806754259826618
390,233.33333333333334,5254.901960784314,41922.282947126136,0.8025260184445013
391,233.33333333333334,5294.117647058824,41614.357218808604,0.7983111012490418
392,233.33333333333334,5333.333333333334,41308.050433681135,0.7941094942148968
393,233.33333333333334,5372.549019607844,41003.35747394702,0.7899211833019291
394,233.33333333333334,5411.764705882353,40700.273227213744,0.7857461544551594
395,233.33333333333334,5450.980392156863,40398.7925864987,0.7815843936047209
396,233.33333333333334,5490.196078431373,40098.910450234886,0.7774358866658094
397,233.33333333333334,5529.411764705883,39800.62172227674,0.7733006195386388
398,233.33333333333334,5568.6274509803925,39503.92131190581,0.7691785781083897
399,233.33333333333334,5607.843137254902,39208.80413383663,0.7650697482451639
400,233.33333333333334,5647.058823529413,38915.26510822248,0.7609741158039343
401,233.33333333333334,5686.274509803922,38623.29916066125,0.7568916666244975
402,233.33333333333334,5725.490196078432,38332.90122220126,0.7528223865314239
403,233.33333333333334,5764.705882352941,38044.06622934715,0.7487662613340085
404,233.33333333333334,5803.921568627451,37756.78912406574,0.7447232768262223
405,233.33333333333334,5843.137254901962,37471.06485379196,0.7406934187866614
406,233.33333333333334,5882.352941176471,37186.88837143478,0.7366766729784981
407,233.33333333333334,5921.568627450981,36904.25463538312,0.7326730251494296
408,233.33333333333334,5960.78431372549,36623.158609511825,0.7286824610316279
409,233.33333333333334,6000.0,36343.595263187664,0.7247049663416891
410,233.33333333333334,6039.2156862745105,36065.55957127532,0.7207405267805819
411,233.33333333333334,6078.43137254902,35789.04651414342,0.7167891280335965
412,233.33333333333334,6117.64705882353,35514.051077670556,0.7128507557702928
413,233.33333333333334,6156.862745098039,35240.56825325137,0.7089253956444481
414,233.33333333333334,6196.07843137255,34968.59303780262,0.7050130332940059
415,233.33333333333334,6235.2941176470595,34698.12043376929,0.7011136543410217
416,233.33333333333334,6274.509803921569,34429.145449130716,0.6972272443916119
417,233.33333333333334,6313.725490196079,34161.663097406716,0.6933537890358994
418,233.33333333333334,6352.941176470588,33895.668397663765,0.6894932738479608
419,233.33333333333334,6392.156862745099,33631.15637452115,0.685645684385772
420,233.33333333333334,6431.372549019608,33368.122058157234,0.6818110061911554
421,233.33333333333334,6470.588235294118,33106.56048431562,0.6779892247897245
422,233.33333333333334,6509.803921568628,32846.46669431142,0.6741803256908298
423,233.33333333333334,6549.019607843138,32587.835735037526,0.6703842943875028
424,233.33333333333334,6588.235294117648,32330.66265897091,0.6666011163564028
425,233.33333333333334,6627.450980392157,32074.942524178892,0.6628307770577595
