col1,col2
100000.0,0.6968641114982579
99732.16881195451,0.695530444089863
99464.85039880469,0.6941983092884039
99198.04417106064,0.6928677065063565
98931.74953945854,0.6915386351559719
98665.96591496072,0.6902110946492748
98400.69270875574,0.688885084398064
98135.9293322585,0.6875606038139124
97871.67519711031,0.6862376523081666
97607.929715179,0.6849162292919464
97344.69229855896,0.6835963341761444
97081.96235957129,0.6822779663714262
96819.73931076382,0.6809611252882297
96558.02256491125,0.6796458103367655
96296.81153501522,0.6783320209270155
96036.10563430439,0.6770197564687338
95775.90427623455,0.6757090163714459
95516.20687448868,0.6743998000444484
95257.01284297704,0.673092106896809
94998.32159583729,0.6717859363373654
94740.13254743455,0.6704812877747267
94482.4451123615,0.6691781606172714
94225.25870543846,0.667876554273148
93968.57274171349,0.6665764681502747
93712.38663646246,0.6652779016563388
93456.69980518914,0.663980854198797
93201.51166362534,0.6626853251848743
92946.82162773093,0.6613913140215647
92692.62911369395,0.66009882011563
92438.93353793073,0.6588078428736003
92185.73431708594,0.6575183817017731
91933.0308680327,0.6562304360062134
91680.82260787266,0.6549440051927533
91429.1089539361,0.6536590886669922
91177.88932378203,0.6523756858342953
90927.16313519825,0.651093796099795
90676.92980620144,0.6498134188683888
90427.18875503728,0.6485345535447408
90177.9394001805,0.6472571995332799
89929.18116033505,0.6459813562382006
89680.91345443409,0.6447070230634626
89433.13570164013,0.6434341994127896
89185.84732134512,0.6421628846896699
88939.04773317056,0.6408930782973562
88692.73635696754,0.6396247796388648
88446.91261281684,0.6383579881169752
88201.5759210291,0.6370927031342308
87956.72570214482,0.6358289240929377
87712.36137693447,0.6345666503951645
87468.48236639859,0.6333058814427422
87225.0880917679,0.6320466166372641
86982.17797450339,0.6307888553800856
86739.75143629636,0.6295325970723228
86497.80789906858,0.6282778411148541
86256.34678497235,0.6270245869083182
86015.3675163906,0.6257728338531146
85774.86951593694,0.6245225813494034
85534.8522064558,0.6232738287971046
85295.31501102257,0.6220265755958984
85056.25735294353,0.6207808211452239
84817.67865575614,0.6195365648442803
84579.57834322898,0.6182938060920249
84341.95583936191,0.6170525442871742
84104.81056838618,0.6158127788282031
83868.14195476448,0.6145745091133442
83631.94942319104,0.6133377345405885
83396.23239859175,0.6121024545076839
83160.99030612422,0.6108686684121358
82926.22257117792,0.6096363756512068
82691.9286193742,0.6084055756219153
82458.10787656646,0.6071762677210368
82224.7597688402,0.6059484513451028
81991.88372251314,0.6047221258904002
81759.47916413528,0.6034972907529713
81527.545520489,0.6022739453286139
81296.0822185892,0.6010520890128803
81065.08868568335,0.5998317212010777
80834.56434925158,0.5986128412882672
80604.5086370068,0.597395448669264
80374.9209768948,0.596179542738637
80145.80079709433,0.5949651228907084
79917.14752601717,0.5937521885195534
79688.96059230829,0.5925407390190002
79461.23942484586,0.591330773782629
79233.98345274142,0.5901222922037723
79007.19210533994,0.5889152936755149
78780.86481221992,0.5877097775906922
78555.00100319348,0.5865057433418916
78329.60010830648,0.5853031903214514
78104.66155783857,0.5841021179214598
77880.18478230336,0.582902525533756
77656.16921244844,0.581704412549929
77432.6142792555,0.5805077783613174
77209.51941394046,0.5793126223590092
76986.88404795356,0.5781189439338416
76764.70761297936,0.5769267424764004
76542.98954093696,0.5757360173770198
76321.72926398007,0.5745467680257825
76100.92621449706,0.5733589938125184
75880.57982511108,0.5721726941268056
75660.68952868019,0.5709878683579688
75441.2547582974,0.5698045158950799
75222.2749472908,0.5686226361269572
75003.74952922369,0.5674422284421655
74785.67793789458,0.5662632922290153
74568.0596073374,0.565085826875563
74350.89397182154,0.5639098317696096
74134.18046585194,0.5627353062987022
73917.91852416919,0.5615622498501314
73702.10758174967,0.5603906618109329
73486.74707380563,0.5592205415678861
73271.83643578524,0.5580518885075143
