,Height,Theta
224,8784.313725490196,200.0
225,8823.529411764706,200.0
226,8862.745098039217,200.0
227,8901.960784313726,200.0
228,8941.176470588236,200.0
229,8980.392156862747,200.0
230,9019.607843137255,200.0
231,9058.823529411766,200.0
232,9098.039215686274,200.0
233,9137.254901960785,200.0
234,9176.470588235296,200.0
235,9215.686274509804,200.0
236,9254.901960784315,200.0
237,9294.117647058823,200.0
238,9333.333333333334,200.0
239,9372.549019607844,200.0
240,9411.764705882353,200.0
241,9450.980392156864,200.0
242,9490.196078431372,200.0
243,9529.411764705883,200.0
244,9568.627450980393,200.0
245,9607.843137254902,200.0
246,9647.058823529413,200.0
247,9686.274509803923,200.0
248,9725.490196078432,200.0
249,9764.705882352942,200.0
250,9803.921568627451,200.0
251,9843.137254901962,200.0
252,9882.352941176472,200.0
253,9921.56862745098,200.0
254,9960.784313725491,200.0
255,10000.0,200.0
256,0.0,233.33333333333334
257,39.21568627450981,233.33333333333334
258,78.43137254901961,233.33333333333334
259,117.64705882352942,233.33333333333334
260,156.86274509803923,233.33333333333334
261,196.07843137254903,233.33333333333334
262,235.29411764705884,233.33333333333334
263,274.5098039215686,233.33333333333334
264,313.72549019607845,233.33333333333334
265,352.9411764705883,233.33333333333334
266,392.15686274509807,233.33333333333334
267,431.37254901960785,233.33333333333334
268,470.5882352941177,233.33333333333334
269,509.8039215686275,233.33333333333334
270,549.0196078431372,233.33333333333334
271,588.2352941176471,233.33333333333334
272,627.4509803921569,233.33333333333334
273,666.6666666666667,233.33333333333334
274,705.8823529411766,233.33333333333334
275,745.0980392156863,233.33333333333334
276,784.3137254901961,233.33333333333334
277,823.529411764706,233.33333333333334
278,862.7450980392157,233.33333333333334
279,901.9607843137255,233.33333333333334
280,941.1764705882354,233.33333333333334
281,980.3921568627452,233.33333333333334
282,1019.607843137255,233.33333333333334
283,1058.8235294117649,233.33333333333334
284,1098.0392156862745,233.33333333333334
285,1137.2549019607843,233.33333333333334
286,1176.4705882352941,233.33333333333334
287,1215.686274509804,233.33333333333334
288,1254.9019607843138,233.33333333333334
289,1294.1176470588236,233.33333333333334
290,1333.3333333333335,233.33333333333334
291,1372.5490196078433,233.33333333333334
292,1411.7647058823532,233.33333333333334
293,1450.9803921568628,233.33333333333334
294,1490.1960784313726,233.33333333333334
295,1529.4117647058824,233.33333333333334
296,1568.6274509803923,233.33333333333334
297,1607.843137254902,233.33333333333334
298,1647.058823529412,233.33333333333334
299,1686.2745098039218,233.33333333333334
300,1725.4901960784314,233.33333333333334
301,1764.7058823529412,233.33333333333334
302,1803.921568627451,233.33333333333334
303,1843.137254901961,233.33333333333334
304,1882.3529411764707,233.33333333333334
305,1921.5686274509806,233.33333333333334
306,1960.7843137254904,233.33333333333334
307,2000.0000000000002,233.33333333333334
308,2039.21568627451,233.33333333333334
309,2078.4313725490197,233.33333333333334
310,2117.6470588235297,233.33333333333334
311,2156.8627450980393,233.33333333333334
312,2196.078431372549,233.33333333333334
313,2235.294117647059,233.33333333333334
314,2274.5098039215686,233.33333333333334
315,2313.7254901960787,233.33333333333334
316,2352.9411764705883,233.33333333333334
317,2392.1568627450984,233.33333333333334
318,2431.372549019608,233.33333333333334
319,2470.588235294118,233.33333333333334
320,2509.8039215686276,233.33333333333334
321,2549.0196078431372,233.33333333333334
322,2588.2352941176473,233.33333333333334
323,2627.450980392157,233.33333333333334
324,2666.666666666667,233.33333333333334
325,2705.8823529411766,233.33333333333334
326,2745.0980392156866,233.33333333333334
327,2784.3137254901962,233.33333333333334
328,2823.5294117647063,233.33333333333334
329,2862.745098039216,233.33333333333334
330,2901.9607843137255,233.33333333333334
331,2941.1764705882356,233.33333333333334
332,2980.392156862745,233.33333333333334
333,3019.6078431372553,233.33333333333334
334,3058.823529411765,233.33333333333334
335,3098.039215686275,233.33333333333334
336,3137.2549019607845,233.33333333333334
337,3176.470588235294,233.33333333333334
338,3215.686274509804,233.33333333333334
339,3254.901960784314,233.33333333333334
340,3294.117647058824,233.33333333333334
341,3333.3333333333335,233.33333333333334
342,3372.5490196078435,233.33333333333334
343,3411.764705882353,233.33333333333334
344,3450.9803921568628,233.33333333333334
345,3490.196078431373,233.33333333333334
346,3529.4117647058824,233.33333333333334
347,3568.6274509803925,233.33333333333334
348,3607.843137254902,233.33333333333334
349,3647.058823529412,233.33333333333334
350,3686.274509803922,233.33333333333334
351,3725.490196078432,233.33333333333334
352,3764.7058823529414,233.33333333333334
353,3803.921568627451,233.33333333333334
354,3843.137254901961,233.33333333333334
355,3882.3529411764707,233.33333333333334
356,3921.568627450981,233.33333333333334
357,3960.7843137254904,233.33333333333334
358,4000.0000000000005,233.33333333333334
359,4039.21568627451,233.33333333333334
360,4078.43137254902,233.33333333333334
361,4117.64705882353,233.33333333333334
362,4156.862745098039,233.33333333333334
363,4196.078431372549,233.33333333333334
364,4235.2941176470595,233.33333333333334
365,4274.509803921569,233.33333333333334
366,4313.725490196079,233.33333333333334
367,4352.941176470588,233.33333333333334
368,4392.156862745098,233.33333333333334
369,4431.372549019608,233.33333333333334
370,4470.588235294118,233.33333333333334
371,4509.803921568628,233.33333333333334
372,4549.019607843137,233.33333333333334
373,4588.235294117648,233.33333333333334
374,4627.450980392157,233.33333333333334
375,4666.666666666667,233.33333333333334
376,4705.882352941177,233.33333333333334
377,4745.098039215686,233.33333333333334
378,4784.313725490197,233.33333333333334
379,4823.529411764706,233.33333333333334
380,4862.745098039216,233.33333333333334
381,4901.9607843137255,233.33333333333334
382,4941.176470588236,233.33333333333334
383,4980.392156862746,233.33333333333334
384,5019.607843137255,233.33333333333334
385,5058.823529411765,233.33333333333334
386,5098.0392156862745,233.33333333333334
387,5137.254901960785,233.33333333333334
388,5176.470588235295,233.33333333333334
389,5215.686274509804,233.33333333333334
390,5254.901960784314,233.33333333333334
391,5294.117647058824,233.33333333333334
392,5333.333333333334,233.33333333333334
393,5372.549019607844,233.33333333333334
394,5411.764705882353,233.33333333333334
395,5450.980392156863,233.33333333333334
396,5490.196078431373,233.33333333333334
397,5529.411764705883,233.33333333333334
398,5568.6274509803925,233.33333333333334
399,5607.843137254902,233.33333333333334
400,5647.058823529413,233.33333333333334
401,5686.274509803922,233.33333333333334
402,5725.490196078432,233.33333333333334
403,5764.705882352941,233.33333333333334
404,5803.921568627451,233.33333333333334
405,5843.137254901962,233.33333333333334
406,5882.352941176471,233.33333333333334
407,5921.568627450981,233.33333333333334
408,5960.78431372549,233.33333333333334
409,6000.0,233.33333333333334
410,6039.2156862745105,233.33333333333334
411,6078.43137254902,233.33333333333334
412,6117.64705882353,233.33333333333334
413,6156.862745098039,233.33333333333334
414,6196.07843137255,233.33333333333334
415,6235.2941176470595,233.33333333333334
416,6274.509803921569,233.33333333333334
417,6313.725490196079,233.33333333333334
418,6352.941176470588,233.33333333333334
419,6392.156862745099,233.33333333333334
420,6431.372549019608,233.33333333333334
421,6470.588235294118,233.33333333333334
422,6509.803921568628,233.33333333333334
423,6549.019607843138,233.33333333333334
424,6588.235294117648,233.33333333333334
425,6627.450980392157,233.33333333333334
426,6666.666666666667,233.33333333333334
427,6705.882352941177,233.33333333333334
428,6745.098039215687,233.33333333333334
429,6784.313725490197,233.33333333333334
430,6823.529411764706,233.33333333333334
431,6862.745098039216,233.33333333333334
432,6901.9607843137255,233.33333333333334
433,6941.176470588236,233.33333333333334
434,6980.392156862746,233.33333333333334
435,7019.607843137255,233.33333333333334
436,7058.823529411765,233.33333333333334
437,7098.039215686275,233.33333333333334
438,7137.254901960785,233.33333333333334
439,7176.470588235295,233.33333333333334
440,7215.686274509804,233.33333333333334
441,7254.901960784314,233.33333333333334
442,7294.117647058824,233.33333333333334
443,7333.333333333334,233.33333333333334
444,7372.549019607844,233.33333333333334
445,7411.764705882353,233.33333333333334
446,7450.980392156864,233.33333333333334
447,7490.196078431373,233.33333333333334
448,7529.411764705883,233.33333333333334
449,7568.6274509803925,233.33333333333334
450,7607.843137254902,233.33333333333334
451,7647.058823529413,233.33333333333334
452,7686.274509803922,233.33333333333334
453,7725.490196078432,233.33333333333334
454,7764.705882352941,233.33333333333334
455,7803.921568627452,233.33333333333334
456,7843.137254901962,233.33333333333334
457,7882.352941176471,233.33333333333334
458,7921.568627450981,233.33333333333334
459,7960.78431372549,233.33333333333334
460,8000.000000000001,233.33333333333334
461,8039.2156862745105,233.33333333333334
462,8078.43137254902,233.33333333333334
463,8117.64705882353,233.33333333333334
464,8156.86274509804,233.33333333333334
465,8196.078431372549,233.33333333333334
466,8235.29411764706,233.33333333333334
467,8274.50980392157,233.33333333333334
468,8313.725490196079,233.33333333333334
469,8352.94117647059,233.33333333333334
470,8392.156862745098,233.33333333333334
471,8431.372549019608,233.33333333333334
472,8470.588235294119,233.33333333333334
473,8509.803921568628,233.33333333333334
474,8549.019607843138,233.33333333333334
475,8588.235294117647,233.33333333333334
476,8627.450980392157,233.33333333333334
477,8666.666666666668,233.33333333333334
478,8705.882352941177,233.33333333333334
479,8745.098039215687,233.33333333333334
480,8784.313725490196,233.33333333333334
481,8823.529411764706,233.33333333333334
482,8862.745098039217,233.33333333333334
483,8901.960784313726,233.33333333333334
484,8941.176470588236,233.33333333333334
485,8980.392156862747,233.33333333333334
486,9019.607843137255,233.33333333333334
487,9058.823529411766,233.33333333333334
488,9098.039215686274,233.33333333333334
489,9137.254901960785,233.33333333333334
490,9176.470588235296,233.33333333333334
491,9215.686274509804,233.33333333333334
492,9254.901960784315,233.33333333333334
493,9294.117647058823,233.33333333333334
494,9333.333333333334,233.33333333333334
495,9372.549019607844,233.33333333333334
496,9411.764705882353,233.33333333333334
497,9450.980392156864,233.33333333333334
498,9490.196078431372,233.33333333333334
499,9529.411764705883,233.33333333333334
500,9568.627450980393,233.33333333333334
501,9607.843137254902,233.33333333333334
502,9647.058823529413,233.33333333333334
503,9686.274509803923,233.33333333333334
504,9725.490196078432,233.33333333333334
505,9764.705882352942,233.33333333333334
506,9803.921568627451,233.33333333333334
507,9843.137254901962,233.33333333333334
508,9882.352941176472,233.33333333333334
509,9921.56862745098,233.33333333333334
510,9960.784313725491,233.33333333333334
511,10000.0,233.33333333333334
512,0.0,266.6666666666667
513,39.21568627450981,266.6666666666667
514,78.43137254901961,266.6666666666667
515,117.64705882352942,266.6666666666667
516,156.86274509803923,266.6666666666667
517,196.07843137254903,266.6666666666667
518,235.29411764705884,266.6666666666667
519,274.5098039215686,266.6666666666667
520,313.72549019607845,266.6666666666667
521,352.9411764705883,266.6666666666667
522,392.15686274509807,266.6666666666667
523,431.37254901960785,266.6666666666667
524,470.5882352941177,266.6666666666667
525,509.8039215686275,266.6666666666667
526,549.0196078431372,266.6666666666667
527,588.2352941176471,266.6666666666667
528,627.4509803921569,266.6666666666667
529,666.6666666666667,266.6666666666667
530,705.8823529411766,266.6666666666667
531,745.0980392156863,266.6666666666667
532,784.3137254901961,266.6666666666667
533,823.529411764706,266.6666666666667
534,862.7450980392157,266.6666666666667
535,901.9607843137255,266.6666666666667
536,941.1764705882354,266.6666666666667
537,980.3921568627452,266.6666666666667
538,1019.607843137255,266.6666666666667
539,1058.8235294117649,266.6666666666667
540,1098.0392156862745,266.6666666666667
541,1137.2549019607843,266.6666666666667
542,1176.4705882352941,266.6666666666667
543,1215.686274509804,266.6666666666667
544,1254.9019607843138,266.6666666666667
545,1294.1176470588236,266.6666666666667
546,1333.3333333333335,266.6666666666667
547,1372.5490196078433,266.6666666666667
548,1411.7647058823532,266.6666666666667
549,1450.9803921568628,266.6666666666667
550,1490.1960784313726,266.6666666666667
551,1529.4117647058824,266.6666666666667
552,1568.6274509803923,266.6666666666667
553,1607.843137254902,266.6666666666667
554,1647.058823529412,266.6666666666667
555,1686.2745098039218,266.6666666666667
556,1725.4901960784314,266.6666666666667
557,1764.7058823529412,266.6666666666667
558,1803.921568627451,266.6666666666667
559,1843.137254901961,266.6666666666667
560,1882.3529411764707,266.6666666666667
561,1921.5686274509806,266.6666666666667
562,1960.7843137254904,266.6666666666667
563,2000.0000000000002,266.6666666666667
564,2039.21568627451,266.6666666666667
565,2078.4313725490197,266.6666666666667
566,2117.6470588235297,266.6666666666667
567,2156.8627450980393,266.6666666666667
568,2196.078431372549,266.6666666666667
569,2235.294117647059,266.6666666666667
570,2274.5098039215686,266.6666666666667
571,2313.7254901960787,266.6666666666667
572,2352.9411764705883,266.6666666666667
573,2392.1568627450984,266.6666666666667
574,2431.372549019608,266.6666666666667
575,2470.588235294118,266.6666666666667
576,2509.8039215686276,266.6666666666667
577,2549.0196078431372,266.6666666666667
578,2588.2352941176473,266.6666666666667
579,2627.450980392157,266.6666666666667
580,2666.666666666667,266.6666666666667
581,2705.8823529411766,266.6666666666667
582,2745.0980392156866,266.6666666666667
583,2784.3137254901962,266.6666666666667
584,2823.5294117647063,266.6666666666667
585,2862.745098039216,266.6666666666667
586,2901.9607843137255,266.6666666666667
587,2941.1764705882356,266.6666666666667
588,2980.392156862745,266.6666666666667
589,3019.6078431372553,266.6666666666667
590,3058.823529411765,266.6666666666667
591,3098.039215686275,266.6666666666667
592,3137.2549019607845,266.6666666666667
593,3176.470588235294,266.6666666666667
594,3215.686274509804,266.6666666666667
595,3254.901960784314,266.6666666666667
596,3294.117647058824,266.6666666666667
597,3333.3333333333335,266.6666666666667
598,3372.5490196078435,266.6666666666667
599,3411.764705882353,266.6666666666667
600,3450.9803921568628,266.6666666666667
601,3490.196078431373,266.6666666666667
602,3529.4117647058824,266.6666666666667
603,3568.6274509803925,266.6666666666667
604,3607.843137254902,266.6666666666667
605,3647.058823529412,266.6666666666667
606,3686.274509803922,266.6666666666667
607,3725.490196078432,266.6666666666667
608,3764.7058823529414,266.6666666666667
609,3803.921568627451,266.6666666666667
610,3843.137254901961,266.6666666666667
611,3882.3529411764707,266.6666666666667
612,3921.568627450981,266.6666666666667
613,3960.7843137254904,266.6666666666667
614,4000.0000000000005,266.6666666666667
615,4039.21568627451,266.6666666666667
616,4078.43137254902,266.6666666666667
617,4117.64705882353,266.6666666666667
618,4156.862745098039,266.6666666666667
619,4196.078431372549,266.6666666666667
620,4235.2941176470595,266.6666666666667
621,4274.509803921569,266.6666666666667
622,4313.725490196079,266.6666666666667
623,4352.941176470588,266.6666666666667
624,4392.156862745098,266.6666666666667
625,4431.372549019608,266.6666666666667
626,4470.588235294118,266.6666666666667
627,4509.803921568628,266.6666666666667
628,4549.019607843137,266.6666666666667
629,4588.235294117648,266.6666666666667
630,4627.450980392157,266.6666666666667
631,4666.666666666667,266.6666666666667
632,4705.882352941177,266.6666666666667
633,4745.098039215686,266.6666666666667
634,4784.313725490197,266.6666666666667
635,4823.529411764706,266.6666666666667
636,4862.745098039216,266.6666666666667
637,4901.9607843137255,266.6666666666667
638,4941.176470588236,266.6666666666667
639,4980.392156862746,266.6666666666667
640,5019.607843137255,266.6666666666667
641,5058.823529411765,266.6666666666667
642,5098.0392156862745,266.6666666666667
643,5137.254901960785,266.6666666666667
644,5176.470588235295,266.6666666666667
645,5215.686274509804,266.6666666666667
646,5254.901960784314,266.6666666666667
647,5294.117647058824,266.6666666666667
648,5333.333333333334,266.6666666666667
649,5372.549019607844,266.6666666666667
650,5411.764705882353,266.6666666666667
651,5450.980392156863,266.6666666666667
652,5490.196078431373,266.6666666666667
653,5529.411764705883,266.6666666666667
654,5568.6274509803925,266.6666666666667
655,5607.843137254902,266.6666666666667
656,5647.058823529413,266.6666666666667
657,5686.274509803922,266.6666666666667
658,5725.490196078432,266.6666666666667
659,5764.705882352941,266.6666666666667
660,5803.921568627451,266.6666666666667
661,5843.137254901962,266.6666666666667
662,5882.352941176471,266.6666666666667
663,5921.568627450981,266.6666666666667
664,5960.78431372549,266.6666666666667
665,6000.0,266.6666666666667
666,6039.2156862745105,266.6666666666667
667,6078.43137254902,266.6666666666667
668,6117.64705882353,266.6666666666667
669,6156.862745098039,266.6666666666667
670,6196.07843137255,266.6666666666667
671,6235.2941176470595,266.6666666666667
672,6274.509803921569,266.6666666666667
673,6313.725490196079,266.6666666666667
674,6352.941176470588,266.6666666666667
675,6392.156862745099,266.6666666666667
676,6431.372549019608,266.6666666666667
677,6470.588235294118,266.6666666666667
678,6509.803921568628,266.6666666666667
679,6549.019607843138,266.6666666666667
680,6588.235294117648,266.6666666666667
681,6627.450980392157,266.6666666666667
682,6666.666666666667,266.6666666666667
683,6705.882352941177,266.6666666666667
684,6745.098039215687,266.6666666666667
685,6784.313725490197,266.6666666666667
686,6823.529411764706,266.6666666666667
687,6862.745098039216,266.6666666666667
688,6901.9607843137255,266.6666666666667
689,6941.176470588236,266.6666666666667
690,6980.392156862746,266.6666666666667
691,7019.607843137255,266.6666666666667
692,7058.823529411765,266.6666666666667
693,7098.039215686275,266.6666666666667
694,7137.254901960785,266.6666666666667
695,7176.470588235295,266.6666666666667
696,7215.686274509804,266.6666666666667
697,7254.901960784314,266.6666666666667
698,7294.117647058824,266.6666666666667
699,7333.333333333334,266.6666666666667
700,7372.549019607844,266.6666666666667
701,7411.764705882353,266.6666666666667
702,7450.980392156864,266.6666666666667
703,7490.196078431373,266.6666666666667
704,7529.411764705883,266.6666666666667
705,7568.6274509803925,266.6666666666667
706,7607.843137254902,266.6666666666667
707,7647.058823529413,266.6666666666667
708,7686.274509803922,266.6666666666667
709,7725.490196078432,266.6666666666667
710,7764.705882352941,266.6666666666667
711,7803.921568627452,266.6666666666667
712,7843.137254901962,266.6666666666667
713,7882.352941176471,266.6666666666667
714,7921.568627450981,266.6666666666667
715,7960.78431372549,266.6666666666667
716,8000.000000000001,266.6666666666667
717,8039.2156862745105,266.6666666666667
718,8078.43137254902,266.6666666666667
719,8117.64705882353,266.6666666666667
720,8156.86274509804,266.6666666666667
721,8196.078431372549,266.6666666666667
722,8235.29411764706,266.6666666666667
723,8274.50980392157,266.6666666666667
724,8313.725490196079,266.6666666666667
725,8352.94117647059,266.6666666666667
726,8392.156862745098,266.6666666666667
727,8431.372549019608,266.6666666666667
728,8470.588235294119,266.6666666666667
729,8509.803921568628,266.6666666666667
730,8549.019607843138,266.6666666666667
731,8588.235294117647,266.6666666666667
732,8627.450980392157,266.6666666666667
733,8666.666666666668,266.6666666666667
734,8705.882352941177,266.6666666666667
735,8745.098039215687,266.6666666666667
736,8784.313725490196,266.6666666666667
737,8823.529411764706,266.6666666666667
738,8862.745098039217,266.6666666666667
739,8901.960784313726,266.6666666666667
740,8941.176470588236,266.6666666666667
741,8980.392156862747,266.6666666666667
742,9019.607843137255,266.6666666666667
743,9058.823529411766,266.6666666666667
744,9098.039215686274,266.6666666666667
745,9137.254901960785,266.6666666666667
746,9176.470588235296,266.6666666666667
747,9215.686274509804,266.6666666666667
748,9254.901960784315,266.6666666666667
749,9294.117647058823,266.6666666666667
750,9333.333333333334,266.6666666666667
751,9372.549019607844,266.6666666666667
752,9411.764705882353,266.6666666666667
753,9450.980392156864,266.6666666666667
754,9490.196078431372,266.6666666666667
755,9529.411764705883,266.6666666666667
756,9568.627450980393,266.6666666666667
757,9607.843137254902,266.6666666666667
758,9647.058823529413,266.6666666666667
759,9686.274509803923,266.6666666666667
760,9725.490196078432,266.6666666666667
761,9764.705882352942,266.6666666666667
762,9803.921568627451,266.6666666666667
763,9843.137254901962,266.6666666666667
764,9882.352941176472,266.6666666666667
765,9921.56862745098,266.6666666666667
766,9960.784313725491,266.6666666666667
767,10000.0,266.6666666666667
768,0.0,300.0
769,39.21568627450981,300.0
770,78.43137254901961,300.0
771,117.64705882352942,300.0
772,156.86274509803923,300.0
773,196.07843137254903,300.0
774,235.29411764705884,300.0
775,274.5098039215686,300.0
776,313.72549019607845,300.0
777,352.9411764705883,300.0
778,392.15686274509807,300.0
779,431.37254901960785,300.0
780,470.5882352941177,300.0
781,509.8039215686275,300.0
782,549.0196078431372,300.0
783,588.2352941176471,300.0
784,627.4509803921569,300.0
785,666.6666666666667,300.0
786,705.8823529411766,300.0
787,745.0980392156863,300.0
788,784.3137254901961,300.0
789,823.529411764706,300.0
790,862.7450980392157,300.0
791,901.9607843137255,300.0
792,941.1764705882354,300.0
793,980.3921568627452,300.0
794,1019.607843137255,300.0
795,1058.8235294117649,300.0
796,1098.0392156862745,300.0
797,1137.2549019607843,300.0
798,1176.4705882352941,300.0
799,1215.686274509804,300.0
800,1254.9019607843138,300.0
801,1294.1176470588236,300.0
802,1333.3333333333335,300.0
803,1372.5490196078433,300.0
804,1411.7647058823532,300.0
805,1450.9803921568628,300.0
806,1490.1960784313726,300.0
807,1529.4117647058824,300.0
808,1568.6274509803923,300.0
809,1607.843137254902,300.0
810,1647.058823529412,300.0
811,1686.2745098039218,300.0
812,1725.4901960784314,300.0
813,1764.7058823529412,300.0
814,1803.921568627451,300.0
815,1843.137254901961,300.0
816,1882.3529411764707,300.0
817,1921.5686274509806,300.0
818,1960.7843137254904,300.0
819,2000.0000000000002,300.0
820,2039.21568627451,300.0
821,2078.4313725490197,300.0
822,2117.6470588235297,300.0
823,2156.8627450980393,300.0
824,2196.078431372549,300.0
825,2235.294117647059,300.0
826,2274.5098039215686,300.0
827,2313.7254901960787,300.0
828,2352.9411764705883,300.0
829,2392.1568627450984,300.0
830,2431.372549019608,300.0
831,2470.588235294118,300.0
832,2509.8039215686276,300.0
833,2549.0196078431372,300.0
834,2588.2352941176473,300.0
835,2627.450980392157,300.0
836,2666.666666666667,300.0
837,2705.8823529411766,300.0
838,2745.0980392156866,300.0
839,2784.3137254901962,300.0
